"steps","date","interval","weekday","type"
507,2012-10-13,1355,"Saturday","weekend"
210,2012-10-13,1400,"Saturday","weekend"
276,2012-10-13,1405,"Saturday","weekend"
518,2012-10-13,1410,"Saturday","weekend"
495,2012-10-13,1415,"Saturday","weekend"
214,2012-10-13,1420,"Saturday","weekend"
98,2012-10-13,1425,"Saturday","weekend"
161,2012-10-13,1430,"Saturday","weekend"
0,2012-10-13,1435,"Saturday","weekend"
0,2012-10-13,1440,"Saturday","weekend"
0,2012-10-13,1445,"Saturday","weekend"
12,2012-10-13,1450,"Saturday","weekend"
120,2012-10-13,1455,"Saturday","weekend"
194,2012-10-13,1500,"Saturday","weekend"
0,2012-10-13,1505,"Saturday","weekend"
0,2012-10-13,1510,"Saturday","weekend"
114,2012-10-13,1515,"Saturday","weekend"
7,2012-10-13,1520,"Saturday","weekend"
0,2012-10-13,1525,"Saturday","weekend"
34,2012-10-13,1530,"Saturday","weekend"
0,2012-10-13,1535,"Saturday","weekend"
0,2012-10-13,1540,"Saturday","weekend"
18,2012-10-13,1545,"Saturday","weekend"
31,2012-10-13,1550,"Saturday","weekend"
15,2012-10-13,1555,"Saturday","weekend"
0,2012-10-13,1600,"Saturday","weekend"
0,2012-10-13,1605,"Saturday","weekend"
18,2012-10-13,1610,"Saturday","weekend"
39,2012-10-13,1615,"Saturday","weekend"
66,2012-10-13,1620,"Saturday","weekend"
111,2012-10-13,1625,"Saturday","weekend"
7,2012-10-13,1630,"Saturday","weekend"
0,2012-10-13,1635,"Saturday","weekend"
0,2012-10-13,1640,"Saturday","weekend"
71,2012-10-13,1645,"Saturday","weekend"
41,2012-10-13,1650,"Saturday","weekend"
0,2012-10-13,1655,"Saturday","weekend"
0,2012-10-13,1700,"Saturday","weekend"
0,2012-10-13,1705,"Saturday","weekend"
0,2012-10-13,1710,"Saturday","weekend"
0,2012-10-13,1715,"Saturday","weekend"
0,2012-10-13,1720,"Saturday","weekend"
0,2012-10-13,1725,"Saturday","weekend"
0,2012-10-13,1730,"Saturday","weekend"
0,2012-10-13,1735,"Saturday","weekend"
0,2012-10-13,1740,"Saturday","weekend"
0,2012-10-13,1745,"Saturday","weekend"
0,2012-10-13,1750,"Saturday","weekend"
20,2012-10-13,1755,"Saturday","weekend"
43,2012-10-13,1800,"Saturday","weekend"
23,2012-10-13,1805,"Saturday","weekend"
0,2012-10-13,1810,"Saturday","weekend"
25,2012-10-13,1815,"Saturday","weekend"
54,2012-10-13,1820,"Saturday","weekend"
0,2012-10-13,1825,"Saturday","weekend"
19,2012-10-13,1830,"Saturday","weekend"
0,2012-10-13,1835,"Saturday","weekend"
0,2012-10-13,1840,"Saturday","weekend"
0,2012-10-13,1845,"Saturday","weekend"
0,2012-10-13,1850,"Saturday","weekend"
0,2012-10-13,1855,"Saturday","weekend"
9,2012-10-13,1900,"Saturday","weekend"
28,2012-10-13,1905,"Saturday","weekend"
8,2012-10-13,1910,"Saturday","weekend"
0,2012-10-13,1915,"Saturday","weekend"
48,2012-10-13,1920,"Saturday","weekend"
64,2012-10-13,1925,"Saturday","weekend"
0,2012-10-13,1930,"Saturday","weekend"
0,2012-10-13,1935,"Saturday","weekend"
67,2012-10-13,1940,"Saturday","weekend"
29,2012-10-13,1945,"Saturday","weekend"
0,2012-10-13,1950,"Saturday","weekend"
0,2012-10-13,1955,"Saturday","weekend"
0,2012-10-13,2000,"Saturday","weekend"
0,2012-10-13,2005,"Saturday","weekend"
0,2012-10-13,2010,"Saturday","weekend"
36,2012-10-13,2015,"Saturday","weekend"
22,2012-10-13,2020,"Saturday","weekend"
0,2012-10-13,2025,"Saturday","weekend"
9,2012-10-13,2030,"Saturday","weekend"
0,2012-10-13,2035,"Saturday","weekend"
0,2012-10-13,2040,"Saturday","weekend"
0,2012-10-13,2045,"Saturday","weekend"
29,2012-10-13,2050,"Saturday","weekend"
129,2012-10-13,2055,"Saturday","weekend"
0,2012-10-13,2100,"Saturday","weekend"
0,2012-10-13,2105,"Saturday","weekend"
0,2012-10-13,2110,"Saturday","weekend"
0,2012-10-13,2115,"Saturday","weekend"
0,2012-10-13,2120,"Saturday","weekend"
0,2012-10-13,2125,"Saturday","weekend"
0,2012-10-13,2130,"Saturday","weekend"
0,2012-10-13,2135,"Saturday","weekend"
0,2012-10-13,2140,"Saturday","weekend"
0,2012-10-13,2145,"Saturday","weekend"
0,2012-10-13,2150,"Saturday","weekend"
0,2012-10-13,2155,"Saturday","weekend"
0,2012-10-13,2200,"Saturday","weekend"
0,2012-10-13,2205,"Saturday","weekend"
0,2012-10-13,2210,"Saturday","weekend"
0,2012-10-13,2215,"Saturday","weekend"
0,2012-10-13,2220,"Saturday","weekend"
0,2012-10-13,2225,"Saturday","weekend"
0,2012-10-13,2230,"Saturday","weekend"
0,2012-10-13,2235,"Saturday","weekend"
0,2012-10-13,2240,"Saturday","weekend"
0,2012-10-13,2245,"Saturday","weekend"
0,2012-10-13,2250,"Saturday","weekend"
0,2012-10-13,2255,"Saturday","weekend"
0,2012-10-13,2300,"Saturday","weekend"
0,2012-10-13,2305,"Saturday","weekend"
0,2012-10-13,2310,"Saturday","weekend"
0,2012-10-13,2315,"Saturday","weekend"
0,2012-10-13,2320,"Saturday","weekend"
0,2012-10-13,2325,"Saturday","weekend"
0,2012-10-13,2330,"Saturday","weekend"
0,2012-10-13,2335,"Saturday","weekend"
0,2012-10-13,2340,"Saturday","weekend"
0,2012-10-13,2345,"Saturday","weekend"
0,2012-10-13,2350,"Saturday","weekend"
0,2012-10-13,2355,"Saturday","weekend"
0,2012-10-14,0,"Sunday","weekend"
0,2012-10-14,5,"Sunday","weekend"
0,2012-10-14,10,"Sunday","weekend"
0,2012-10-14,15,"Sunday","weekend"
0,2012-10-14,20,"Sunday","weekend"
52,2012-10-14,25,"Sunday","weekend"
0,2012-10-14,30,"Sunday","weekend"
0,2012-10-14,35,"Sunday","weekend"
0,2012-10-14,40,"Sunday","weekend"
0,2012-10-14,45,"Sunday","weekend"
0,2012-10-14,50,"Sunday","weekend"
0,2012-10-14,55,"Sunday","weekend"
0,2012-10-14,100,"Sunday","weekend"
0,2012-10-14,105,"Sunday","weekend"
0,2012-10-14,110,"Sunday","weekend"
0,2012-10-14,115,"Sunday","weekend"
0,2012-10-14,120,"Sunday","weekend"
0,2012-10-14,125,"Sunday","weekend"
0,2012-10-14,130,"Sunday","weekend"
9,2012-10-14,135,"Sunday","weekend"
0,2012-10-14,140,"Sunday","weekend"
0,2012-10-14,145,"Sunday","weekend"
0,2012-10-14,150,"Sunday","weekend"
0,2012-10-14,155,"Sunday","weekend"
0,2012-10-14,200,"Sunday","weekend"
0,2012-10-14,205,"Sunday","weekend"
4,2012-10-14,210,"Sunday","weekend"
0,2012-10-14,215,"Sunday","weekend"
0,2012-10-14,220,"Sunday","weekend"
0,2012-10-14,225,"Sunday","weekend"
0,2012-10-14,230,"Sunday","weekend"
0,2012-10-14,235,"Sunday","weekend"
0,2012-10-14,240,"Sunday","weekend"
0,2012-10-14,245,"Sunday","weekend"
0,2012-10-14,250,"Sunday","weekend"
0,2012-10-14,255,"Sunday","weekend"
0,2012-10-14,300,"Sunday","weekend"
0,2012-10-14,305,"Sunday","weekend"
0,2012-10-14,310,"Sunday","weekend"
0,2012-10-14,315,"Sunday","weekend"
0,2012-10-14,320,"Sunday","weekend"
0,2012-10-14,325,"Sunday","weekend"
0,2012-10-14,330,"Sunday","weekend"
0,2012-10-14,335,"Sunday","weekend"
0,2012-10-14,340,"Sunday","weekend"
0,2012-10-14,345,"Sunday","weekend"
0,2012-10-14,350,"Sunday","weekend"
0,2012-10-14,355,"Sunday","weekend"
0,2012-10-14,400,"Sunday","weekend"
0,2012-10-14,405,"Sunday","weekend"
0,2012-10-14,410,"Sunday","weekend"
0,2012-10-14,415,"Sunday","weekend"
0,2012-10-14,420,"Sunday","weekend"
0,2012-10-14,425,"Sunday","weekend"
0,2012-10-14,430,"Sunday","weekend"
0,2012-10-14,435,"Sunday","weekend"
0,2012-10-14,440,"Sunday","weekend"
0,2012-10-14,445,"Sunday","weekend"
45,2012-10-14,450,"Sunday","weekend"
0,2012-10-14,455,"Sunday","weekend"
0,2012-10-14,500,"Sunday","weekend"
0,2012-10-14,505,"Sunday","weekend"
0,2012-10-14,510,"Sunday","weekend"
0,2012-10-14,515,"Sunday","weekend"
0,2012-10-14,520,"Sunday","weekend"
0,2012-10-14,525,"Sunday","weekend"
0,2012-10-14,530,"Sunday","weekend"
0,2012-10-14,535,"Sunday","weekend"
0,2012-10-14,540,"Sunday","weekend"
0,2012-10-14,545,"Sunday","weekend"
18,2012-10-14,550,"Sunday","weekend"
41,2012-10-14,555,"Sunday","weekend"
0,2012-10-14,600,"Sunday","weekend"
0,2012-10-14,605,"Sunday","weekend"
0,2012-10-14,610,"Sunday","weekend"
0,2012-10-14,615,"Sunday","weekend"
0,2012-10-14,620,"Sunday","weekend"
20,2012-10-14,625,"Sunday","weekend"
16,2012-10-14,630,"Sunday","weekend"
37,2012-10-14,635,"Sunday","weekend"
0,2012-10-14,640,"Sunday","weekend"
0,2012-10-14,645,"Sunday","weekend"
0,2012-10-14,650,"Sunday","weekend"
13,2012-10-14,655,"Sunday","weekend"
0,2012-10-14,700,"Sunday","weekend"
0,2012-10-14,705,"Sunday","weekend"
14,2012-10-14,710,"Sunday","weekend"
21,2012-10-14,715,"Sunday","weekend"
0,2012-10-14,720,"Sunday","weekend"
59,2012-10-14,725,"Sunday","weekend"
0,2012-10-14,730,"Sunday","weekend"
28,2012-10-14,735,"Sunday","weekend"
62,2012-10-14,740,"Sunday","weekend"
28,2012-10-14,745,"Sunday","weekend"
15,2012-10-14,750,"Sunday","weekend"
0,2012-10-14,755,"Sunday","weekend"
0,2012-10-14,800,"Sunday","weekend"
0,2012-10-14,805,"Sunday","weekend"
0,2012-10-14,810,"Sunday","weekend"
25,2012-10-14,815,"Sunday","weekend"
63,2012-10-14,820,"Sunday","weekend"
0,2012-10-14,825,"Sunday","weekend"
0,2012-10-14,830,"Sunday","weekend"
52,2012-10-14,835,"Sunday","weekend"
23,2012-10-14,840,"Sunday","weekend"
0,2012-10-14,845,"Sunday","weekend"
0,2012-10-14,850,"Sunday","weekend"
87,2012-10-14,855,"Sunday","weekend"
15,2012-10-14,900,"Sunday","weekend"
0,2012-10-14,905,"Sunday","weekend"
59,2012-10-14,910,"Sunday","weekend"
15,2012-10-14,915,"Sunday","weekend"
0,2012-10-14,920,"Sunday","weekend"
0,2012-10-14,925,"Sunday","weekend"
0,2012-10-14,930,"Sunday","weekend"
19,2012-10-14,935,"Sunday","weekend"
0,2012-10-14,940,"Sunday","weekend"
59,2012-10-14,945,"Sunday","weekend"
78,2012-10-14,950,"Sunday","weekend"
221,2012-10-14,955,"Sunday","weekend"
392,2012-10-14,1000,"Sunday","weekend"
468,2012-10-14,1005,"Sunday","weekend"
475,2012-10-14,1010,"Sunday","weekend"
524,2012-10-14,1015,"Sunday","weekend"
507,2012-10-14,1020,"Sunday","weekend"
528,2012-10-14,1025,"Sunday","weekend"
533,2012-10-14,1030,"Sunday","weekend"
540,2012-10-14,1035,"Sunday","weekend"
540,2012-10-14,1040,"Sunday","weekend"
65,2012-10-14,1045,"Sunday","weekend"
48,2012-10-14,1050,"Sunday","weekend"
46,2012-10-14,1055,"Sunday","weekend"
143,2012-10-14,1100,"Sunday","weekend"
0,2012-10-14,1105,"Sunday","weekend"
79,2012-10-14,1110,"Sunday","weekend"
0,2012-10-14,1115,"Sunday","weekend"
0,2012-10-14,1120,"Sunday","weekend"
0,2012-10-14,1125,"Sunday","weekend"
0,2012-10-14,1130,"Sunday","weekend"
0,2012-10-14,1135,"Sunday","weekend"
0,2012-10-14,1140,"Sunday","weekend"
0,2012-10-14,1145,"Sunday","weekend"
0,2012-10-14,1150,"Sunday","weekend"
0,2012-10-14,1155,"Sunday","weekend"
0,2012-10-14,1200,"Sunday","weekend"
0,2012-10-14,1205,"Sunday","weekend"
0,2012-10-14,1210,"Sunday","weekend"
0,2012-10-14,1215,"Sunday","weekend"
0,2012-10-14,1220,"Sunday","weekend"
0,2012-10-14,1225,"Sunday","weekend"
0,2012-10-14,1230,"Sunday","weekend"
0,2012-10-14,1235,"Sunday","weekend"
0,2012-10-14,1240,"Sunday","weekend"
0,2012-10-14,1245,"Sunday","weekend"
0,2012-10-14,1250,"Sunday","weekend"
0,2012-10-14,1255,"Sunday","weekend"
17,2012-10-14,1300,"Sunday","weekend"
0,2012-10-14,1305,"Sunday","weekend"
0,2012-10-14,1310,"Sunday","weekend"
0,2012-10-14,1315,"Sunday","weekend"
0,2012-10-14,1320,"Sunday","weekend"
0,2012-10-14,1325,"Sunday","weekend"
0,2012-10-14,1330,"Sunday","weekend"
0,2012-10-14,1335,"Sunday","weekend"
0,2012-10-14,1340,"Sunday","weekend"
0,2012-10-14,1345,"Sunday","weekend"
0,2012-10-14,1350,"Sunday","weekend"
0,2012-10-14,1355,"Sunday","weekend"
44,2012-10-14,1400,"Sunday","weekend"
32,2012-10-14,1405,"Sunday","weekend"
0,2012-10-14,1410,"Sunday","weekend"
0,2012-10-14,1415,"Sunday","weekend"
38,2012-10-14,1420,"Sunday","weekend"
17,2012-10-14,1425,"Sunday","weekend"
4,2012-10-14,1430,"Sunday","weekend"
59,2012-10-14,1435,"Sunday","weekend"
78,2012-10-14,1440,"Sunday","weekend"
0,2012-10-14,1445,"Sunday","weekend"
0,2012-10-14,1450,"Sunday","weekend"
8,2012-10-14,1455,"Sunday","weekend"
10,2012-10-14,1500,"Sunday","weekend"
82,2012-10-14,1505,"Sunday","weekend"
120,2012-10-14,1510,"Sunday","weekend"
232,2012-10-14,1515,"Sunday","weekend"
505,2012-10-14,1520,"Sunday","weekend"
498,2012-10-14,1525,"Sunday","weekend"
298,2012-10-14,1530,"Sunday","weekend"
330,2012-10-14,1535,"Sunday","weekend"
486,2012-10-14,1540,"Sunday","weekend"
533,2012-10-14,1545,"Sunday","weekend"
298,2012-10-14,1550,"Sunday","weekend"
285,2012-10-14,1555,"Sunday","weekend"
250,2012-10-14,1600,"Sunday","weekend"
223,2012-10-14,1605,"Sunday","weekend"
302,2012-10-14,1610,"Sunday","weekend"
465,2012-10-14,1615,"Sunday","weekend"
520,2012-10-14,1620,"Sunday","weekend"
526,2012-10-14,1625,"Sunday","weekend"
535,2012-10-14,1630,"Sunday","weekend"
247,2012-10-14,1635,"Sunday","weekend"
400,2012-10-14,1640,"Sunday","weekend"
72,2012-10-14,1645,"Sunday","weekend"
0,2012-10-14,1650,"Sunday","weekend"
0,2012-10-14,1655,"Sunday","weekend"
0,2012-10-14,1700,"Sunday","weekend"
0,2012-10-14,1705,"Sunday","weekend"
0,2012-10-14,1710,"Sunday","weekend"
0,2012-10-14,1715,"Sunday","weekend"
432,2012-10-14,1720,"Sunday","weekend"
85,2012-10-14,1725,"Sunday","weekend"
39,2012-10-14,1730,"Sunday","weekend"
55,2012-10-14,1735,"Sunday","weekend"
0,2012-10-14,1740,"Sunday","weekend"
17,2012-10-14,1745,"Sunday","weekend"
30,2012-10-14,1750,"Sunday","weekend"
43,2012-10-14,1755,"Sunday","weekend"
0,2012-10-14,1800,"Sunday","weekend"
0,2012-10-14,1805,"Sunday","weekend"
0,2012-10-14,1810,"Sunday","weekend"
0,2012-10-14,1815,"Sunday","weekend"
63,2012-10-14,1820,"Sunday","weekend"
58,2012-10-14,1825,"Sunday","weekend"
49,2012-10-14,1830,"Sunday","weekend"
16,2012-10-14,1835,"Sunday","weekend"
0,2012-10-14,1840,"Sunday","weekend"
65,2012-10-14,1845,"Sunday","weekend"
0,2012-10-14,1850,"Sunday","weekend"
153,2012-10-14,1855,"Sunday","weekend"
73,2012-10-14,1900,"Sunday","weekend"
1,2012-10-14,1905,"Sunday","weekend"
0,2012-10-14,1910,"Sunday","weekend"
0,2012-10-14,1915,"Sunday","weekend"
0,2012-10-14,1920,"Sunday","weekend"
0,2012-10-14,1925,"Sunday","weekend"
0,2012-10-14,1930,"Sunday","weekend"
0,2012-10-14,1935,"Sunday","weekend"
0,2012-10-14,1940,"Sunday","weekend"
0,2012-10-14,1945,"Sunday","weekend"
0,2012-10-14,1950,"Sunday","weekend"
0,2012-10-14,1955,"Sunday","weekend"
0,2012-10-14,2000,"Sunday","weekend"
0,2012-10-14,2005,"Sunday","weekend"
0,2012-10-14,2010,"Sunday","weekend"
0,2012-10-14,2015,"Sunday","weekend"
0,2012-10-14,2020,"Sunday","weekend"
0,2012-10-14,2025,"Sunday","weekend"
0,2012-10-14,2030,"Sunday","weekend"
0,2012-10-14,2035,"Sunday","weekend"
0,2012-10-14,2040,"Sunday","weekend"
0,2012-10-14,2045,"Sunday","weekend"
8,2012-10-14,2050,"Sunday","weekend"
95,2012-10-14,2055,"Sunday","weekend"
157,2012-10-14,2100,"Sunday","weekend"
22,2012-10-14,2105,"Sunday","weekend"
0,2012-10-14,2110,"Sunday","weekend"
0,2012-10-14,2115,"Sunday","weekend"
0,2012-10-14,2120,"Sunday","weekend"
0,2012-10-14,2125,"Sunday","weekend"
37,2012-10-14,2130,"Sunday","weekend"
0,2012-10-14,2135,"Sunday","weekend"
0,2012-10-14,2140,"Sunday","weekend"
0,2012-10-14,2145,"Sunday","weekend"
0,2012-10-14,2150,"Sunday","weekend"
0,2012-10-14,2155,"Sunday","weekend"
0,2012-10-14,2200,"Sunday","weekend"
0,2012-10-14,2205,"Sunday","weekend"
0,2012-10-14,2210,"Sunday","weekend"
0,2012-10-14,2215,"Sunday","weekend"
0,2012-10-14,2220,"Sunday","weekend"
0,2012-10-14,2225,"Sunday","weekend"
0,2012-10-14,2230,"Sunday","weekend"
0,2012-10-14,2235,"Sunday","weekend"
0,2012-10-14,2240,"Sunday","weekend"
0,2012-10-14,2245,"Sunday","weekend"
0,2012-10-14,2250,"Sunday","weekend"
0,2012-10-14,2255,"Sunday","weekend"
0,2012-10-14,2300,"Sunday","weekend"
0,2012-10-14,2305,"Sunday","weekend"
0,2012-10-14,2310,"Sunday","weekend"
0,2012-10-14,2315,"Sunday","weekend"
0,2012-10-14,2320,"Sunday","weekend"
0,2012-10-14,2325,"Sunday","weekend"
0,2012-10-14,2330,"Sunday","weekend"
0,2012-10-14,2335,"Sunday","weekend"
0,2012-10-14,2340,"Sunday","weekend"
0,2012-10-14,2345,"Sunday","weekend"
0,2012-10-14,2350,"Sunday","weekend"
0,2012-10-14,2355,"Sunday","weekend"
0,2012-10-15,0,"Monday","weekday"
0,2012-10-15,5,"Monday","weekday"
0,2012-10-15,10,"Monday","weekday"
0,2012-10-15,15,"Monday","weekday"
0,2012-10-15,20,"Monday","weekday"
35,2012-10-15,25,"Monday","weekday"
0,2012-10-15,30,"Monday","weekday"
0,2012-10-15,35,"Monday","weekday"
0,2012-10-15,40,"Monday","weekday"
0,2012-10-15,45,"Monday","weekday"
0,2012-10-15,50,"Monday","weekday"
0,2012-10-15,55,"Monday","weekday"
0,2012-10-15,100,"Monday","weekday"
0,2012-10-15,105,"Monday","weekday"
0,2012-10-15,110,"Monday","weekday"
0,2012-10-15,115,"Monday","weekday"
0,2012-10-15,120,"Monday","weekday"
0,2012-10-15,125,"Monday","weekday"
0,2012-10-15,130,"Monday","weekday"
0,2012-10-15,135,"Monday","weekday"
0,2012-10-15,140,"Monday","weekday"
0,2012-10-15,145,"Monday","weekday"
0,2012-10-15,150,"Monday","weekday"
0,2012-10-15,155,"Monday","weekday"
0,2012-10-15,200,"Monday","weekday"
0,2012-10-15,205,"Monday","weekday"
0,2012-10-15,210,"Monday","weekday"
0,2012-10-15,215,"Monday","weekday"
0,2012-10-15,220,"Monday","weekday"
0,2012-10-15,225,"Monday","weekday"
0,2012-10-15,230,"Monday","weekday"
0,2012-10-15,235,"Monday","weekday"
0,2012-10-15,240,"Monday","weekday"
0,2012-10-15,245,"Monday","weekday"
0,2012-10-15,250,"Monday","weekday"
0,2012-10-15,255,"Monday","weekday"
0,2012-10-15,300,"Monday","weekday"
0,2012-10-15,305,"Monday","weekday"
0,2012-10-15,310,"Monday","weekday"
0,2012-10-15,315,"Monday","weekday"
0,2012-10-15,320,"Monday","weekday"
0,2012-10-15,325,"Monday","weekday"
0,2012-10-15,330,"Monday","weekday"
0,2012-10-15,335,"Monday","weekday"
16,2012-10-15,340,"Monday","weekday"
0,2012-10-15,345,"Monday","weekday"
0,2012-10-15,350,"Monday","weekday"
0,2012-10-15,355,"Monday","weekday"
0,2012-10-15,400,"Monday","weekday"
11,2012-10-15,405,"Monday","weekday"
24,2012-10-15,410,"Monday","weekday"
0,2012-10-15,415,"Monday","weekday"
0,2012-10-15,420,"Monday","weekday"
0,2012-10-15,425,"Monday","weekday"
0,2012-10-15,430,"Monday","weekday"
0,2012-10-15,435,"Monday","weekday"
0,2012-10-15,440,"Monday","weekday"
0,2012-10-15,445,"Monday","weekday"
0,2012-10-15,450,"Monday","weekday"
0,2012-10-15,455,"Monday","weekday"
0,2012-10-15,500,"Monday","weekday"
0,2012-10-15,505,"Monday","weekday"
0,2012-10-15,510,"Monday","weekday"
0,2012-10-15,515,"Monday","weekday"
0,2012-10-15,520,"Monday","weekday"
0,2012-10-15,525,"Monday","weekday"
0,2012-10-15,530,"Monday","weekday"
0,2012-10-15,535,"Monday","weekday"
0,2012-10-15,540,"Monday","weekday"
0,2012-10-15,545,"Monday","weekday"
0,2012-10-15,550,"Monday","weekday"
0,2012-10-15,555,"Monday","weekday"
10,2012-10-15,600,"Monday","weekday"
0,2012-10-15,605,"Monday","weekday"
0,2012-10-15,610,"Monday","weekday"
0,2012-10-15,615,"Monday","weekday"
54,2012-10-15,620,"Monday","weekday"
0,2012-10-15,625,"Monday","weekday"
20,2012-10-15,630,"Monday","weekday"
0,2012-10-15,635,"Monday","weekday"
90,2012-10-15,640,"Monday","weekday"
0,2012-10-15,645,"Monday","weekday"
7,2012-10-15,650,"Monday","weekday"
0,2012-10-15,655,"Monday","weekday"
54,2012-10-15,700,"Monday","weekday"
20,2012-10-15,705,"Monday","weekday"
0,2012-10-15,710,"Monday","weekday"
0,2012-10-15,715,"Monday","weekday"
0,2012-10-15,720,"Monday","weekday"
64,2012-10-15,725,"Monday","weekday"
24,2012-10-15,730,"Monday","weekday"
0,2012-10-15,735,"Monday","weekday"
68,2012-10-15,740,"Monday","weekday"
43,2012-10-15,745,"Monday","weekday"
43,2012-10-15,750,"Monday","weekday"
81,2012-10-15,755,"Monday","weekday"
35,2012-10-15,800,"Monday","weekday"
133,2012-10-15,805,"Monday","weekday"
99,2012-10-15,810,"Monday","weekday"
22,2012-10-15,815,"Monday","weekday"
75,2012-10-15,820,"Monday","weekday"
72,2012-10-15,825,"Monday","weekday"
224,2012-10-15,830,"Monday","weekday"
786,2012-10-15,835,"Monday","weekday"
315,2012-10-15,840,"Monday","weekday"
264,2012-10-15,845,"Monday","weekday"
781,2012-10-15,850,"Monday","weekday"
757,2012-10-15,855,"Monday","weekday"
732,2012-10-15,900,"Monday","weekday"
686,2012-10-15,905,"Monday","weekday"
592,2012-10-15,910,"Monday","weekday"
119,2012-10-15,915,"Monday","weekday"
127,2012-10-15,920,"Monday","weekday"
21,2012-10-15,925,"Monday","weekday"
35,2012-10-15,930,"Monday","weekday"
0,2012-10-15,935,"Monday","weekday"
0,2012-10-15,940,"Monday","weekday"
78,2012-10-15,945,"Monday","weekday"
2,2012-10-15,950,"Monday","weekday"
0,2012-10-15,955,"Monday","weekday"
0,2012-10-15,1000,"Monday","weekday"
0,2012-10-15,1005,"Monday","weekday"
0,2012-10-15,1010,"Monday","weekday"
0,2012-10-15,1015,"Monday","weekday"
0,2012-10-15,1020,"Monday","weekday"
0,2012-10-15,1025,"Monday","weekday"
0,2012-10-15,1030,"Monday","weekday"
0,2012-10-15,1035,"Monday","weekday"
0,2012-10-15,1040,"Monday","weekday"
0,2012-10-15,1045,"Monday","weekday"
0,2012-10-15,1050,"Monday","weekday"
0,2012-10-15,1055,"Monday","weekday"
0,2012-10-15,1100,"Monday","weekday"
0,2012-10-15,1105,"Monday","weekday"
0,2012-10-15,1110,"Monday","weekday"
0,2012-10-15,1115,"Monday","weekday"
0,2012-10-15,1120,"Monday","weekday"
0,2012-10-15,1125,"Monday","weekday"
0,2012-10-15,1130,"Monday","weekday"
38,2012-10-15,1135,"Monday","weekday"
37,2012-10-15,1140,"Monday","weekday"
193,2012-10-15,1145,"Monday","weekday"
25,2012-10-15,1150,"Monday","weekday"
0,2012-10-15,1155,"Monday","weekday"
0,2012-10-15,1200,"Monday","weekday"
0,2012-10-15,1205,"Monday","weekday"
29,2012-10-15,1210,"Monday","weekday"
71,2012-10-15,1215,"Monday","weekday"
73,2012-10-15,1220,"Monday","weekday"
8,2012-10-15,1225,"Monday","weekday"
6,2012-10-15,1230,"Monday","weekday"
38,2012-10-15,1235,"Monday","weekday"
0,2012-10-15,1240,"Monday","weekday"
0,2012-10-15,1245,"Monday","weekday"
0,2012-10-15,1250,"Monday","weekday"
0,2012-10-15,1255,"Monday","weekday"
0,2012-10-15,1300,"Monday","weekday"
0,2012-10-15,1305,"Monday","weekday"
0,2012-10-15,1310,"Monday","weekday"
0,2012-10-15,1315,"Monday","weekday"
0,2012-10-15,1320,"Monday","weekday"
0,2012-10-15,1325,"Monday","weekday"
0,2012-10-15,1330,"Monday","weekday"
0,2012-10-15,1335,"Monday","weekday"
0,2012-10-15,1340,"Monday","weekday"
0,2012-10-15,1345,"Monday","weekday"
0,2012-10-15,1350,"Monday","weekday"
0,2012-10-15,1355,"Monday","weekday"
0,2012-10-15,1400,"Monday","weekday"
0,2012-10-15,1405,"Monday","weekday"
0,2012-10-15,1410,"Monday","weekday"
0,2012-10-15,1415,"Monday","weekday"
0,2012-10-15,1420,"Monday","weekday"
0,2012-10-15,1425,"Monday","weekday"
0,2012-10-15,1430,"Monday","weekday"
0,2012-10-15,1435,"Monday","weekday"
0,2012-10-15,1440,"Monday","weekday"
0,2012-10-15,1445,"Monday","weekday"
0,2012-10-15,1450,"Monday","weekday"
0,2012-10-15,1455,"Monday","weekday"
0,2012-10-15,1500,"Monday","weekday"
64,2012-10-15,1505,"Monday","weekday"
82,2012-10-15,1510,"Monday","weekday"
0,2012-10-15,1515,"Monday","weekday"
0,2012-10-15,1520,"Monday","weekday"
4,2012-10-15,1525,"Monday","weekday"
0,2012-10-15,1530,"Monday","weekday"
0,2012-10-15,1535,"Monday","weekday"
0,2012-10-15,1540,"Monday","weekday"
0,2012-10-15,1545,"Monday","weekday"
0,2012-10-15,1550,"Monday","weekday"
19,2012-10-15,1555,"Monday","weekday"
0,2012-10-15,1600,"Monday","weekday"
0,2012-10-15,1605,"Monday","weekday"
58,2012-10-15,1610,"Monday","weekday"
94,2012-10-15,1615,"Monday","weekday"
0,2012-10-15,1620,"Monday","weekday"
0,2012-10-15,1625,"Monday","weekday"
0,2012-10-15,1630,"Monday","weekday"
0,2012-10-15,1635,"Monday","weekday"
0,2012-10-15,1640,"Monday","weekday"
0,2012-10-15,1645,"Monday","weekday"
0,2012-10-15,1650,"Monday","weekday"
0,2012-10-15,1655,"Monday","weekday"
0,2012-10-15,1700,"Monday","weekday"
0,2012-10-15,1705,"Monday","weekday"
0,2012-10-15,1710,"Monday","weekday"
0,2012-10-15,1715,"Monday","weekday"
0,2012-10-15,1720,"Monday","weekday"
0,2012-10-15,1725,"Monday","weekday"
0,2012-10-15,1730,"Monday","weekday"
0,2012-10-15,1735,"Monday","weekday"
0,2012-10-15,1740,"Monday","weekday"
4,2012-10-15,1745,"Monday","weekday"
0,2012-10-15,1750,"Monday","weekday"
0,2012-10-15,1755,"Monday","weekday"
30,2012-10-15,1800,"Monday","weekday"
0,2012-10-15,1805,"Monday","weekday"
